顾客编号,大类编码,大类名称,中类编码,中类名称,小类编码,小类名称,销售日期,销售月份,商品编码,规格型号,商品类型,单位,销售数量,商品单价,销售金额,是否促销
1395,12,蔬果,1201,蔬菜,120105,鲜调味,20150210,201502,DW-1201050007,散称,生鲜,千克,0.134,15.6,2.0904,否
1395,12,蔬果,1201,蔬菜,120106,菌菇类,20150210,201502,DW-1201060003,散称,生鲜,千克,0.406,6.56,2.66336,否
1395,12,蔬果,1201,蔬菜,120104,花果,20150210,201502,DW-1201040004,散称,生鲜,千克,0.512,5.8,2.9696,否
1395,12,蔬果,1201,蔬菜,120106,菌菇类,20150210,201502,DW-1201060004,散称,生鲜,千克,0.306,16.8,5.1408,否
1395,20,粮油,2011,液体调料,201102,生抽酱油,20150210,201502,DW-2011020020,380mL,一般商品,袋,1,1.3,1.3,否
1395,10,肉禽,1001,猪肉,100101,鲜猪肉,20150210,201502,DW-1001010195,散称,生鲜,千克,0.182,27.8,5.0596,否
1395,10,肉禽,1001,猪肉,100101,鲜猪肉,20150210,201502,DW-1001010194,散称,生鲜,千克,0.262,29.8,7.8076,否
1395,20,粮油,2007,南北干货,200711,豆制品,20150210,201502,DW-2007110004,散称,一般商品,kg,0.314,21.6,6.7824,否
1395,12,蔬果,1201,蔬菜,120102,根茎,20150210,201502,DW-1201020045,散称,生鲜,千克,0.614,7.6,4.6664,否
1395,20,粮油,2005,煮食面/粉,200502,杂粮挂面,20150210,201502,DW-2005020008,1000g,一般商品,卷,1,9.9,9.9,否
1395,12,蔬果,1201,蔬菜,120105,鲜调味,20150210,201502,DW-1201050255,散称,生鲜,千克,0.374,9.6,3.5904,否
1395,20,粮油,2006,五谷杂粮,200603,常规面粉,20150413,201504,DW-2006030201,1.5kg,一般商品,袋,1,19.3,19.3,否
1395,23,酒饮,2311,国产白酒,231103,普通高度白酒,20150413,201504,DW-2311030023,56%100ml,一般商品,瓶,1,6.3,6.3,否
1396,23,酒饮,2304,茶饮料,230401,红茶,20150210,201502,DW-2304010013,2L,一般商品,瓶,1,6.9,6.9,否
1396,20,粮油,2006,五谷杂粮,200601,散称白米,20150210,201502,DW-2006010003,散称,一般商品,千克,4.82,5.58,26.8956,否
1396,21,冲调,2104,冲饮品,210402,奶茶饮品,20150210,201502,DW-2104020011,80g,一般商品,杯,1,3,3,否
1396,20,粮油,2006,五谷杂粮,200603,常规面粉,20150210,201502,DW-2006030214,5kg,一般商品,袋,1,21.9,21.9,否
1396,20,粮油,2007,南北干货,200701,木耳,20150210,201502,DW-2007010021,散称,一般商品,kg,0.21,89.8,18.858,否
1396,21,冲调,2104,冲饮品,210402,奶茶饮品,20150210,201502,DW-2104020024,80g,一般商品,杯,1,3,3,否
1397,30,洗化,3006,洗衣用品,300604,洗衣皂,20150210,201502,DW-3006040105,242g*2,一般商品,组,1,7.2,7.2,是
1397,20,粮油,2006,五谷杂粮,200604,糯米粉,20150210,201502,DW-2006040002,1000g,一般商品,袋,1,7.9,7.9,是
1397,20,粮油,2011,液体调料,201103,凉拌酱油,20150210,201502,DW-2011030016,620mL,一般商品,瓶,1,4.7,4.7,否
1397,20,粮油,2006,五谷杂粮,200605,饺子粉,20150210,201502,DW-2006050003,5kg,一般商品,袋,1,35.9,35.9,否
1397,15,日配,1521,蛋类,152101,新鲜蛋品,20150210,201502,DW-1521010005,散称,一般商品,千克,0.798,6.78,5.41044,否
1397,13,熟食,1308,现制中式面点,130801,现制蒸类,20150210,201502,DW-1308010191,散称,生鲜,千克,0.512,6,3.072,否
1397,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150210,201502,DW-2005990031,散称,一般商品,kg,0.534,10.8,5.7672,是
1398,20,粮油,2013,调味酱,201301,番茄酱,20150210,201502,DW-2013010014,340g,一般商品,瓶,1,6.7,6.7,否
1398,12,蔬果,1201,蔬菜,120101,叶菜,20150210,201502,DW-1201010005,散称,生鲜,千克,0.428,5.8,2.4824,否
1398,12,蔬果,1201,蔬菜,120102,根茎,20150210,201502,DW-1201020029,散称,生鲜,千克,0.892,3.96,3.53232,否
1398,12,蔬果,1201,蔬菜,120103,芽菜,20150210,201502,DW-1201030001,散称,生鲜,千克,0.562,1.76,0.98912,否
1398,20,粮油,2006,五谷杂粮,200601,散称白米,20150210,201502,DW-2006010003,散称,一般商品,千克,4.775,5.58,26.6445,否
1398,22,休闲,2201,饼干,220111,趣味/休闲,20150210,201502,DW-2201110288,42g,一般商品,盒,1,5.9,5.9,是
1398,12,蔬果,1203,水果,120301,柑桔柚类,20150210,201502,DW-1203010221,散称,生鲜,KG,0.612,15.98,9.77976,否
1398,20,粮油,2012,调味油,201201,芝麻油,20150210,201502,DW-2012010006,180ml,一般商品,瓶,1,11.9,11.9,否
1398,20,粮油,2011,液体调料,201104,其他酱油,20150210,201502,DW-2011040004,750ml,一般商品,瓶,1,12.3,12.3,否
1398,12,蔬果,1201,蔬菜,120104,花果,20150210,201502,DW-1201040035,散称,生鲜,千克,0.528,9.6,5.0688,否
1398,15,日配,1521,蛋类,152101,新鲜蛋品,20150210,201502,DW-1521010005,散称,一般商品,千克,1.358,6.78,9.20724,否
1398,12,蔬果,1201,蔬菜,120104,花果,20150210,201502,DW-1201040010,散称,生鲜,千克,0.426,2.58,1.09908,否
1398,31,家居,3117,厨房清洁,311702,百洁布,20150210,201502,DW-3117020053,MHG3+1,一般商品,包,1,8,8,否
1398,23,酒饮,2303,果汁饮料,230304,植物蛋白饮料,20150210,201502,DW-2303040070,280ml,一般商品,瓶,1,2.2,2.2,否
1398,20,粮油,2014,酱菜类,201402,瓜类,20150213,201502,DW-2014020006,375g,一般商品,瓶,1,5.9,5.9,否
1398,20,粮油,2014,酱菜类,201401,榨菜,20150213,201502,DW-2014010060,70g,一般商品,袋,5,1.9,9.5,否
1398,15,日配,1521,蛋类,152101,新鲜蛋品,20150213,201502,DW-1521010005,散称,一般商品,千克,0.844,6.78,5.72232,否
1398,20,粮油,2014,酱菜类,201401,榨菜,20150213,201502,DW-2014010057,175g,一般商品,袋,2,3.9,7.8,否
1398,15,日配,1510,冷冻水饺,151003,菜肉水饺,20150326,201503,DW-1510030026,500g,一般商品,袋,1,5.3,5.3,否
1399,15,日配,1521,蛋类,152104,咸蛋,20150210,201502,DW-1521040022,8枚,一般商品,盒,1,17.9,17.9,否
1399,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150210,201502,DW-1201090311, ,生鲜,个,4,2,8,否
1399,15,日配,1521,蛋类,152101,新鲜蛋品,20150210,201502,DW-1521010005,散称,一般商品,千克,1.468,6.78,9.95304,否
1399,15,日配,1505,冷藏乳品,150505,冷藏营养酸乳,20150210,201502,DW-1505050016,450g,一般商品,桶,1,8.3,8.3,是
1399,22,休闲,2203,膨化点心,220302,袋装薯片,20150326,201503,DW-2203020188,104g,一般商品,罐,1,7.5,7.5,否
1399,22,休闲,2201,饼干,220111,趣味/休闲,20150326,201503,DW-2201110064,48g,一般商品,盒,1,4.5,4.5,否
1399,22,休闲,2201,饼干,220102,夹心,20150326,201503,DW-2201020080,106g,一般商品,盒,1,6.9,6.9,否
1399,22,休闲,2210,果冻,221004,立袋可吸果冻,20150326,201503,DW-2210040022,300ml,一般商品,袋,1,3.5,3.5,否
1399,23,酒饮,2316,香烟,231602,国产省外香烟,20150326,201503,DW-2316020090,20支,一般商品,包,1,10.5,10.5,否
1399,23,酒饮,2307,乳饮料,230705,乳酸菌饮料,20150326,201503,DW-2307050043,200ml,一般商品,瓶,4,3.3,13.2,否
1399,22,休闲,2207,糖果,220707,棉花糖,20150326,201503,DW-2207070001,100g,一般商品,袋,1,4.2,4.2,否
1399,23,酒饮,2311,国产白酒,231103,普通高度白酒,20150326,201503,DW-2311030023,56%100ml,一般商品,瓶,1,6.3,6.3,否
1399,22,休闲,2203,膨化点心,220302,袋装薯片,20150326,201503,DW-2203020112,45g,一般商品,袋,1,3.9,3.9,否
1399,22,休闲,2210,果冻,221002,吸吸冻,20150326,201503,DW-2210020004,220g,一般商品,袋,1,2.5,2.5,否
1399,23,酒饮,2316,香烟,231602,国产省外香烟,20150326,201503,DW-2316020069,20支,一般商品,包,1,5.5,5.5,否
1399,22,休闲,2207,糖果,220710,棒糖,20150326,201503,DW-2207100058,120g,一般商品,袋,1,10.9,10.9,否
1400,22,休闲,2211,进口食品,221101,进口休闲食品,20150210,201502,DW-2211012340,100g,联营商品,盒,1,13.6,13.6,否
1400,22,休闲,2206,即食熟制品,220602,猪肉干,20150210,201502,DW-2206020001,96g,一般商品,袋,1,28.9,28.9,否
1400,10,肉禽,1004,鸡产品,100402,分割鸡件,20150210,201502,DW-1004020001,散称,生鲜,千克,1.27,35.8,45.466,否
1400,22,休闲,2202,糕点,220298,进口糕点,20150210,201502,DW-2202980020,55g,一般商品,袋,1,11.9,11.9,否
1401,22,休闲,2208,口香糖,220802,有糖口香糖,20150210,201502,DW-2208020068,40粒,一般商品,瓶,1,9.7,9.7,否
1402,12,蔬果,1201,蔬菜,120102,根茎,20150210,201502,DW-1201020040,散称,生鲜,千克,0.735,1.96,1.4406,否
1402,12,蔬果,1201,蔬菜,120101,叶菜,20150210,201502,DW-1201010395,散称,生鲜,Kg,0.316,6,1.896,否
1402,12,蔬果,1201,蔬菜,120104,花果,20150210,201502,DW-1201040010,散称,生鲜,千克,0.494,2.58,1.27452,否
1402,15,日配,1501,冷藏肉制品,150199,其它肠类,20150210,201502,DW-1501990005,300g,一般商品,根,1,9.7,9.7,否
1402,12,蔬果,1201,蔬菜,120106,菌菇类,20150210,201502,DW-1201060010,散称,生鲜,千克,0.294,9,2.646,否
1402,12,蔬果,1203,水果,120303,梨类,20150210,201502,DW-1203030184,散称,生鲜,KG,1.144,4,4.576,否
1402,20,粮油,2006,五谷杂粮,200603,常规面粉,20150210,201502,DW-2006030213,5kg,一般商品,袋,1,24.9,24.9,是
1402,22,休闲,2206,即食熟制品,220606,海苔,20150313,201503,DW-2206060008,20g,一般商品,袋,1,6.9,6.9,否
1402,22,休闲,2204,蜜饯,220405,山楂,20150313,201503,DW-2204050028,200g,一般商品,扎,1,6.7,6.7,否
1402,12,蔬果,1201,蔬菜,120102,根茎,20150313,201503,DW-1201020013,散称,生鲜,千克,0.382,4,1.528,否
1402,20,粮油,2001,袋装速食面,200105,干脆面,20150313,201503,DW-2001050001,26g,一般商品,袋,1,0.5,0.5,否
1402,20,粮油,2001,袋装速食面,200105,干脆面,20150313,201503,DW-2001050012,25g,一般商品,袋,1,0.5,0.5,否
1402,33,文体,3319,笔类,331909,铅芯,20150313,201503,DW-3319090024,A32388,一般商品,支,1,1.7,1.7,否
1402,22,休闲,2210,果冻,221001,果冻/布丁,20150313,201503,DW-2210010004,120g,一般商品,杯,1,1.9,1.9,否
1402,20,粮油,2001,袋装速食面,200105,干脆面,20150313,201503,DW-2001050006,30g,一般商品,袋,1,0.5,0.5,否
1402,12,蔬果,1203,水果,120313,其它水果,20150313,201503,DW-1203130446,散称,生鲜,KG,0.924,30,27.72,否
1402,23,酒饮,2306,运动机能饮料,230602,运动饮料,20150313,201503,DW-2306020005,600ml,一般商品,瓶,1,4,4,否
1402,22,休闲,2205,炒货,220515,南瓜子,20150313,201503,DW-2205150035,144g,一般商品,袋,1,8.9,8.9,否
1402,20,粮油,2001,袋装速食面,200105,干脆面,20150313,201503,DW-2001050024,25g,一般商品,袋,1,0.5,0.5,否
1402,22,休闲,2205,炒货,220513,香瓜子,20150313,201503,DW-2205130079,160g,一般商品,袋,1,5.3,5.3,否
1403,12,蔬果,1201,蔬菜,120106,菌菇类,20150210,201502,DW-1201060003,散称,生鲜,千克,0.55,6.56,3.608,否
1403,12,蔬果,1205,其它加工,120501,咸菜干货,20150210,201502,DW-1205010005,散称,生鲜,kg,0.202,2,0.404,否
1403,20,粮油,2010,食用油,201001,大豆油,20150210,201502,DW-2010010003,5L,一般商品,瓶,1,38.9,38.9,是
1403,20,粮油,2013,调味酱,201303,火锅底料,20150210,201502,DW-2013030075,220g,一般商品,袋,1,15.3,15.3,否
1403,12,蔬果,1201,蔬菜,120106,菌菇类,20150210,201502,DW-1201060002,散称,生鲜,千克,0.254,18,4.572,否
1403,12,蔬果,1201,蔬菜,120101,叶菜,20150210,201502,DW-1201010020, ,生鲜,包,1,4.98,4.98,否
1403,12,蔬果,1202,加工豆类,120204,豆干豆皮,20150210,201502,DW-1202048059,散称,生鲜,千克,0.246,7.76,1.90896,否
1403,15,日配,1515,冷冻火锅类,151503,火锅丸类,20150210,201502,DW-1515030007,散称,一般商品,千克,0.272,32.6,8.8672,否
1403,12,蔬果,1201,蔬菜,120101,叶菜,20150210,201502,DW-1201010018,散称,生鲜,千克,0.354,12,4.248,否
1403,15,日配,1501,冷藏肉制品,150102,棒状火腿,20150216,201502,DW-1501020044,240g,一般商品,根,1,7.3,7.3,否
1403,15,日配,1515,冷冻火锅类,151503,火锅丸类,20150216,201502,DW-1515030007,散称,一般商品,千克,0.662,32.6,21.5812,否
1403,12,蔬果,1201,蔬菜,120102,根茎,20150216,201502,DW-1201020029,散称,生鲜,千克,1.154,3.96,4.56984,否
1403,12,蔬果,1201,蔬菜,120102,根茎,20150216,201502,DW-1201020721,散称,生鲜,千克,0.611,5,3.055,否
1403,20,粮油,2008,调味料,200807,调理粉,20150216,201502,DW-2008070098,260g,一般商品,袋,1,3.7,3.7,否
1403,20,粮油,2013,调味酱,201303,火锅底料,20150216,201502,DW-2013030075,220g,一般商品,袋,1,15.3,15.3,否
1403,12,蔬果,1201,蔬菜,120102,根茎,20150216,201502,DW-1201020013,散称,生鲜,千克,0.281,4,1.124,否
1403,20,粮油,2014,酱菜类,201404,蔬菜,20150216,201502,DW-2014040068,200g,一般商品,瓶,1,6.9,6.9,否
1403,12,蔬果,1201,蔬菜,120102,根茎,20150216,201502,DW-1201020010,散称,生鲜,千克,0.477,3.8,1.8126,否
1403,15,日配,1521,蛋类,152101,新鲜蛋品,20150216,201502,DW-1521010005,散称,一般商品,千克,1.638,6.78,11.10564,否
1403,12,蔬果,1201,蔬菜,120106,菌菇类,20150216,201502,DW-1201060002,散称,生鲜,千克,0.598,18,10.764,否
1403,12,蔬果,1202,加工豆类,120204,豆干豆皮,20150216,201502,DW-1202048059,散称,生鲜,千克,0.276,7.76,2.14176,否
1403,22,休闲,2206,即食熟制品,220603,禽肉,20150411,201504,DW-2206030159,60g,一般商品,袋,2,1.3,2.6,否
1403,30,洗化,3002,浴厕厨清洁剂,300206,餐具清洁剂,20150411,201504,DW-3002060032,500g,一般商品,瓶,1,4.9,4.9,否
1403,22,休闲,2206,即食熟制品,220699,其他即食熟制品,20150411,201504,DW-2206990118,100g,一般商品,包,1,2.7,2.7,否
1403,30,洗化,3016,纸制品,301606,手帕纸,20150411,201504,DW-3016060009,18包,一般商品,条,1,6.9,6.9,是
1403,22,休闲,2206,即食熟制品,220603,禽肉,20150411,201504,DW-2206030158,20g,一般商品,袋,4,1.2,4.8,否
1403,30,洗化,3008,洗护发用品,300801,洗发水,20150411,201504,DW-3008011366,40ml,一般商品,盒,1,47,47,否
1403,20,粮油,2002,袋装速食面组,200202,猪肉口味,20150411,201504,DW-2002020012,112g*5,一般商品,袋,1,12,12,是
1403,12,蔬果,1202,加工豆类,120204,豆干豆皮,20150411,201504,DW-1202048059,散称,生鲜,千克,0.166,7.76,1.28816,否
1403,12,蔬果,1201,蔬菜,120101,叶菜,20150420,201504,DW-1201010020, ,生鲜,包,1,4.98,4.98,否
1403,12,蔬果,1203,水果,120307,蕉类,20150420,201504,DW-1203070022,散称,生鲜,KG,2.202,5.96,13.12392,否
1403,12,蔬果,1201,蔬菜,120106,菌菇类,20150420,201504,DW-1201060002,散称,生鲜,千克,0.422,18,7.596,否
1403,15,日配,1515,冷冻火锅类,151503,火锅丸类,20150420,201504,DW-1515030007,散称,一般商品,千克,0.462,32.6,15.0612,否
1403,20,粮油,2013,调味酱,201303,火锅底料,20150420,201504,DW-2013030072,200g,一般商品,袋,1,10.7,10.7,否
1403,20,粮油,2013,调味酱,201399,其他调味酱,20150421,201504,DW-2013990021,500g,一般商品,袋,1,8.9,8.9,否
1403,22,休闲,2204,蜜饯,220401,葡萄干,20150421,201504,DW-2204010006,125g,一般商品,袋,1,5.9,5.9,否
1403,22,休闲,2204,蜜饯,220405,山楂,20150421,201504,DW-2204050043,125g,一般商品,袋,1,4.5,4.5,否
1404,20,粮油,2006,五谷杂粮,200604,糯米粉,20150210,201502,DW-2006040002,1000g,一般商品,袋,10,7.9,79,是
1404,23,酒饮,2316,香烟,231602,国产省外香烟,20150210,201502,DW-2316020036,20支,一般商品,包,1,10,10,否
1404,23,酒饮,2311,国产白酒,231102,普通低度白酒,20150210,201502,DW-2311020254,46%125ml,一般商品,瓶,1,3,3,否
1404,20,粮油,2009,盐/糖,200903,绵白糖,20150210,201502,DW-2009030002,散称,一般商品,kg,2,6.8,13.6,否
1404,22,休闲,2202,糕点,220208,散称糕点,20150210,201502,DW-2202080022,散称,一般商品,KG,0.296,15.8,4.6768,是
1405,12,蔬果,1203,水果,120302,苹果类,20150210,201502,DW-1203020164,散称,生鲜,KG,0.897,17.8,15.9666,否
1405,22,休闲,2203,膨化点心,220306,综合包,20150215,201502,DW-2203060043,698g,一般商品,袋,1,27.9,27.9,是
1405,22,休闲,2209,巧克力,220902,夹心巧克力,20150215,201502,DW-2209020090,200g,一般商品,盒,1,29.9,29.9,否
1406,10,肉禽,1002,牛肉,100202,熟牛肉,20150210,201502,DW-1002020061,散称,生鲜,千克,0.262,80,20.96,否
1406,10,肉禽,1001,猪肉,100101,鲜猪肉,20150210,201502,DW-1001010194,散称,生鲜,千克,0.39,29.8,11.622,否
1406,12,蔬果,1201,蔬菜,120106,菌菇类,20150210,201502,DW-1201060009,散称,生鲜,千克,0.336,7.47,2.50992,否
1406,12,蔬果,1201,蔬菜,120104,花果,20150210,201502,DW-1201040026,散称,生鲜,千克,0.442,1.98,0.87516,否
1407,12,蔬果,1201,蔬菜,120101,叶菜,20150210,201502,DW-1201010395,散称,生鲜,Kg,0.232,6,1.392,否
1407,12,蔬果,1203,水果,120303,梨类,20150210,201502,DW-1203030177,散称,生鲜,KG,0.964,3.18,3.06552,否
1407,12,蔬果,1201,蔬菜,120102,根茎,20150210,201502,DW-1201020018,散称,生鲜,千克,0.452,5.56,2.51312,否
1407,22,休闲,2202,糕点,220205,中式糕点,20150210,201502,DW-2202050162,散称,一般商品,KG,0.232,21.6,5.0112,是
1407,13,熟食,1308,现制中式面点,130801,现制蒸类,20150210,201502,DW-1308010172,散称,生鲜,千克,0.288,5,1.44,否
1407,15,日配,1521,蛋类,152101,新鲜蛋品,20150210,201502,DW-1521010005,散称,一般商品,千克,0.81,6.78,5.4918,否
1408,15,日配,1517,常温肉制品,151799,其它火腿肠,20150210,201502,DW-1517990018,38g*10,一般商品,袋,1,14.9,14.9,否
1408,15,日配,1521,蛋类,152101,新鲜蛋品,20150210,201502,DW-1521010001,散称,一般商品,千克,1.204,19.8,23.8392,否
1408,12,蔬果,1201,蔬菜,120102,根茎,20150210,201502,DW-1201020018,散称,生鲜,千克,0.29,5.56,1.6124,否
1408,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150210,201502,DW-1201070001,散称,生鲜,KG,0.404,5,2.02,否
1408,12,蔬果,1203,水果,120303,梨类,20150210,201502,DW-1203030161,散称,生鲜,KG,1.266,15.96,20.20536,否
1408,23,酒饮,2301,碳酸饮料,230101,可乐型,20150210,201502,DW-2301010017,600ml,一般商品,瓶,1,2.8,2.8,否
1408,10,肉禽,1004,鸡产品,100402,分割鸡件,20150210,201502,DW-1004020002,散称,生鲜,千克,0.562,19,10.678,否
1409,15,日配,1521,蛋类,152101,新鲜蛋品,20150210,201502,DW-1521010035,30枚,一般商品,盒,1,37.9,37.9,否
1409,23,酒饮,2311,国产白酒,231102,普通低度白酒,20150210,201502,DW-2311020219,42%500ml*2,一般商品,组,1,59,59,否
1409,15,日配,1518,常温乳品,151801,利乐砖纯奶,20150210,201502,DW-1518010006,250ml*12,一般商品,箱,1,65,65,是
1409,23,酒饮,2311,国产白酒,231102,普通低度白酒,20150216,201502,DW-2311020220,46%500ml*2,一般商品,组,1,52,52,是
1409,15,日配,1521,蛋类,152104,咸蛋,20150216,201502,DW-1521040035,20枚,一般商品,盒,1,75,75,是
1409,15,日配,1518,常温乳品,151803,利乐砖营养奶,20150216,201502,DW-1518030030,250ml*12,一般商品,提,1,76,76,是
1409,20,粮油,2014,酱菜类,201404,蔬菜,20150228,201502,DW-2014040070,375g,一般商品,瓶,1,6.9,6.9,否
1409,21,冲调,2104,冲饮品,210402,奶茶饮品,20150228,201502,DW-2104020039,80g,一般商品,杯,1,3,3,否
1409,20,粮油,2009,盐/糖,200907,功能糖,20150228,201502,DW-2009070023,350g,一般商品,袋,1,9.9,9.9,否
1409,20,粮油,2013,调味酱,201302,辣酱,20150228,201502,DW-2013020072,175g,一般商品,瓶,1,7.7,7.7,否
1409,23,酒饮,2301,碳酸饮料,230103,果味型,20150228,201502,DW-2301030070,330ml,一般商品,瓶,1,3,3,否
1409,22,休闲,2204,蜜饯,220403,梅,20150228,201502,DW-2204030065,60g,一般商品,袋,1,5.5,5.5,否
1409,15,日配,1521,蛋类,152101,新鲜蛋品,20150301,201503,DW-1521010005,散称,一般商品,千克,1.614,6.78,10.94292,否
1409,15,日配,1521,蛋类,152101,新鲜蛋品,20150307,201503,DW-1521010005,散称,一般商品,千克,1.572,6.78,10.65816,否
1409,15,日配,1521,蛋类,152101,新鲜蛋品,20150321,201503,DW-1521010005,散称,一般商品,千克,1.693,6.78,11.47854,否
1409,21,冲调,2105,冲调食品,210502,豆奶粉,20150328,201503,DW-2105020055,560g,一般商品,袋,1,14.5,14.5,否
1409,21,冲调,2105,冲调食品,210502,豆奶粉,20150328,201503,DW-2105020090,500g,一般商品,袋,1,18.3,18.3,否
1409,15,日配,1521,蛋类,152101,新鲜蛋品,20150418,201504,DW-1521010005,散称,一般商品,千克,1.532,6.78,10.38696,否
1410,12,蔬果,1201,蔬菜,120104,花果,20150210,201502,DW-1201040010,散称,生鲜,千克,0.51,2.58,1.3158,否
1410,12,蔬果,1201,蔬菜,120105,鲜调味,20150210,201502,DW-1201050004,散称,生鲜,千克,0.064,5.98,0.38272,否
1410,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150210,201502,DW-1201090032,散称,生鲜,千克,0.228,7.96,1.81488,否
1410,15,日配,1521,蛋类,152101,新鲜蛋品,20150210,201502,DW-1521010005,散称,一般商品,千克,0.696,6.78,4.71888,否
1410,12,蔬果,1201,蔬菜,120103,芽菜,20150210,201502,DW-1201030002,散称,生鲜,千克,0.258,2.78,0.71724,否
1411,22,休闲,2202,糕点,220205,中式糕点,20150210,201502,DW-2202050139,散称,一般商品,KG,0.418,19.6,8.1928,是
1411,22,休闲,2202,糕点,220208,散称糕点,20150210,201502,DW-2202080032, ,一般商品,KG,0.938,23.8,22.3244,是
1412,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150210,201502,DW-1517010003,60g*10,一般商品,袋,1,16.3,16.3,否
1412,20,粮油,2006,五谷杂粮,200603,常规面粉,20150210,201502,DW-2006030007,5Kg,一般商品,袋,1,33.9,33.9,否
1413,12,蔬果,1201,蔬菜,120103,芽菜,20150210,201502,DW-1201030002,散称,生鲜,千克,0.72,2.78,2.0016,否
1413,12,蔬果,1201,蔬菜,120104,花果,20150210,201502,DW-1201040035,散称,生鲜,千克,0.352,9.6,3.3792,否
1413,20,粮油,2007,南北干货,200706,红枣,20150210,201502,DW-2007060065,散称,一般商品,kg,0.514,37.8,19.4292,否
1413,12,蔬果,1201,蔬菜,120104,花果,20150210,201502,DW-1201040010,散称,生鲜,千克,0.51,2.58,1.3158,否
1413,12,蔬果,1201,蔬菜,120104,花果,20150216,201502,DW-1201040010,散称,生鲜,千克,0.608,2.58,1.56864,否
1413,12,蔬果,1201,蔬菜,120104,花果,20150216,201502,DW-1201040035,散称,生鲜,千克,0.366,9.6,3.5136,否
1413,12,蔬果,1201,蔬菜,120104,花果,20150216,201502,DW-1201040031,散称,生鲜,千克,0.901,3.16,2.84716,否
1413,21,冲调,2105,冲调食品,210506,莲子/桂圆_,20150216,201502,DW-2105060004,600g,一般商品,袋,1,28,28,是
1413,21,冲调,2105,冲调食品,210502,豆奶粉,20150216,201502,DW-2105020088,780g,一般商品,袋,1,24.3,24.3,是
1413,10,肉禽,1001,猪肉,100104,猪骨,20150304,201503,DW-1001040125,散称,生鲜,千克,1.534,41.8,64.1212,否
1413,12,蔬果,1203,水果,120302,苹果类,20150304,201503,DW-1203020175,散称,生鲜,KG,2.232,27.8,62.0496,否
1413,15,日配,1521,蛋类,152101,新鲜蛋品,20150304,201503,DW-1521010005,散称,一般商品,千克,1.526,6.78,10.34628,否
1413,20,粮油,2011,液体调料,201111,料酒,20150325,201503,DW-2011110005,500mL,一般商品,瓶,1,5.9,5.9,是
1413,15,日配,1521,蛋类,152101,新鲜蛋品,20150325,201503,DW-1521010005,散称,一般商品,千克,1.252,6.78,8.48856,否
1413,12,蔬果,1201,蔬菜,120106,菌菇类,20150325,201503,DW-1201060003,散称,生鲜,千克,0.778,6.56,5.10368,否
1413,12,蔬果,1203,水果,120313,其它水果,20150325,201503,DW-1203130446,散称,生鲜,KG,0.873,30,26.19,否
1414,22,休闲,2201,饼干,220111,趣味/休闲,20150210,201502,DW-2201110061,33g,一般商品,盒,1,4.5,4.5,否
1414,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150210,201502,DW-1505040050,100ml*5,一般商品,板,1,11,11,否
1415,15,日配,1503,冷藏料理,150303,冷藏海鲜类,20150210,201502,DW-1503030044,180g,一般商品,袋,1,20.3,20.3,否
1416,22,休闲,2201,饼干,220102,夹心,20150210,201502,DW-2201020028,130g,一般商品,袋,1,5.3,5.3,否
1417,22,休闲,2205,炒货,220599,其他炒货,20150211,201502,DW-2205990169,散称,一般商品,KG,0.266,35.8,9.5228,是
1417,12,蔬果,1201,蔬菜,120102,根茎,20150211,201502,DW-1201020025,散称,生鲜,千克,0.826,2.56,2.11456,否
1417,12,蔬果,1202,加工豆类,120201,豆腐,20150211,201502,DW-1202018267,块,生鲜,块,2,1.5,3,否
1417,22,休闲,2207,糖果,220799,其他糖果,20150211,201502,DW-2207990011,散称,一般商品,千克,0.05,39.8,1.99,否
1417,22,休闲,2207,糖果,220799,其他糖果,20150211,201502,DW-2207990062,散称,一般商品,散称,0.046,51.8,2.3828,否
1417,12,蔬果,1202,加工豆类,120201,豆腐,20150211,201502,DW-1202018073,散称,生鲜,千克,0.7,2.96,2.072,否
1418,22,休闲,2203,膨化点心,220304,薯条,20150211,201502,DW-2203040019,45g,一般商品,袋,1,3.3,3.3,否
1418,22,休闲,2203,膨化点心,220302,袋装薯片,20150211,201502,DW-2203020005,80克,一般商品,袋,1,6,6,否
1418,22,休闲,2203,膨化点心,220305,粟米类,20150211,201502,DW-2203050008,40g,一般商品,袋,1,3.9,3.9,否
1418,22,休闲,2207,糖果,220701,硬糖,20150211,201502,DW-2207010114,120g,一般商品,袋,1,4.2,4.2,否
1418,22,休闲,2207,糖果,220707,棉花糖,20150211,201502,DW-2207070034,90g,一般商品,袋,1,7.9,7.9,否
1418,30,洗化,3013,口腔卫生用品,301301,成人牙膏,20150211,201502,DW-3013010163,105g,一般商品,支,1,5.9,5.9,否
1418,15,日配,1518,常温乳品,151813,利乐砖乳酸菌,20150211,201502,DW-1518130004,125ml*4,一般商品,组,5,6.4,32,否
1418,31,家居,3117,厨房清洁,311706,锅刷,20150211,201502,DW-3117060037,MHPBC,一般商品,个,1,6,6,否
